date,shop_id,category,units_sold,unit_price_gbp,revenue_gbp,in_promotion,promotion_discount_pct
2024-03-13,2,Coffee,81,3.32,268.92,False,0
2024-03-13,2,Cold Drinks,32,2.81,89.92,False,0
2024-03-13,2,Sandwiches,69,4.94,340.86,False,0
2024-03-13,2,Snacks,70,1.8,126.0,False,0
2024-03-13,2,Bakery,61,2.28,139.08,False,0
2024-03-13,3,Coffee,170,3.85,654.5,False,0
2024-03-13,3,Cold Drinks,72,3.08,221.76,False,0
2024-03-13,3,Sandwiches,139,5.72,795.08,False,0
2024-03-13,3,Snacks,129,2.09,269.61,False,0
2024-03-13,3,Bakery,101,2.64,266.64,False,0
2024-03-13,4,Coffee,108,3.5,378.0,False,0
2024-03-13,4,Cold Drinks,42,2.8,117.6,False,0
2024-03-13,4,Sandwiches,79,5.2,410.8,False,0
2024-03-13,4,Snacks,70,1.9,133.0,False,0
2024-03-13,4,Bakery,72,2.4,172.8,False,0
2024-03-13,5,Coffee,126,3.32,418.32,False,0
2024-03-13,5,Cold Drinks,44,2.66,117.04,False,0
2024-03-13,5,Sandwiches,92,4.94,454.48,False,0
2024-03-13,5,Snacks,96,1.8,172.8,False,0
2024-03-13,5,Bakery,76,2.28,173.28,False,0
2024-03-13,6,Coffee,126,4.02,506.52,False,0
2024-03-13,6,Cold Drinks,50,3.22,161.0,False,0
2024-03-13,6,Sandwiches,96,5.98,574.08,False,0
2024-03-13,6,Snacks,85,2.18,185.3,False,0
2024-03-13,6,Bakery,72,2.91,209.52,False,0
2024-03-13,7,Coffee,170,4.2,714.0,False,0
2024-03-13,7,Cold Drinks,50,3.36,168.0,False,0
2024-03-13,7,Sandwiches,102,6.24,636.48,False,0
2024-03-13,7,Snacks,106,2.28,241.68,False,0
2024-03-13,7,Bakery,94,2.88,270.72,False,0
2024-03-13,8,Coffee,108,3.15,340.2,False,0
2024-03-13,8,Cold Drinks,42,2.52,105.84,False,0
2024-03-13,8,Sandwiches,70,4.68,327.6,False,0
2024-03-13,8,Snacks,75,1.71,128.25,False,0
2024-03-13,8,Bakery,59,2.16,127.44,False,0
2024-03-13,9,Coffee,114,3.32,378.48,False,0
2024-03-13,9,Cold Drinks,48,2.66,127.68,False,0
2024-03-13,9,Sandwiches,73,4.94,360.62,False,0
2024-03-13,9,Snacks,81,1.8,145.8,False,0
2024-03-13,9,Bakery,67,2.28,152.76,False,0
2024-03-13,10,Coffee,96,3.68,353.28,False,0
2024-03-13,10,Cold Drinks,35,2.94,102.9,False,0
2024-03-13,10,Sandwiches,70,5.46,382.2,False,0
2024-03-13,10,Snacks,69,1.99,137.31,False,0
2024-03-13,10,Bakery,52,2.52,131.04,False,0
2024-03-14,1,Coffee,136,3.5,476.0,False,0
2024-03-14,1,Cold Drinks,74,2.8,207.2,False,0
2024-03-14,1,Sandwiches,109,5.2,566.8,False,0
2024-03-14,1,Snacks,114,1.9,216.6,False,0
2024-03-14,1,Bakery,88,2.4,211.2,False,0
2024-03-14,2,Coffee,83,3.32,275.56,False,0
2024-03-14,2,Cold Drinks,51,2.81,143.31,False,0
2024-03-14,2,Sandwiches,70,4.94,345.8,False,0
2024-03-14,2,Snacks,64,1.8,115.2,False,0
2024-03-14,2,Bakery,61,2.28,139.08,False,0
2024-03-14,3,Coffee,180,3.85,693.0,False,0
2024-03-14,3,Cold Drinks,103,3.08,317.24,False,0
2024-03-14,3,Sandwiches,147,5.72,840.84,False,0
2024-03-14,3,Snacks,147,2.09,307.23,False,0
2024-03-14,3,Bakery,120,2.64,316.8,False,0
2024-03-14,4,Coffee,100,3.5,350.0,False,0
2024-03-14,4,Cold Drinks,64,2.8,179.2,False,0
2024-03-14,4,Sandwiches,84,5.2,436.8,False,0
2024-03-14,4,Snacks,79,1.9,150.1,False,0
2024-03-14,4,Bakery,74,2.4,177.6,False,0
2024-03-14,5,Coffee,125,3.32,415.0,False,0
2024-03-14,5,Cold Drinks,71,2.66,188.86,False,0
2024-03-14,5,Sandwiches,97,4.94,479.18,False,0
2024-03-14,5,Snacks,105,1.8,189.0,False,0
2024-03-14,5,Bakery,85,2.28,193.8,False,0
2024-03-14,6,Coffee,106,4.02,426.12,False,0
2024-03-14,6,Cold Drinks,58,3.22,186.76,False,0
2024-03-14,6,Sandwiches,84,5.98,502.32,False,0
2024-03-14,6,Snacks,101,2.18,220.18,False,0
2024-03-14,6,Bakery,72,2.91,209.52,False,0
2024-03-14,7,Coffee,163,4.2,684.6,False,0
2024-03-14,7,Cold Drinks,86,3.36,288.96,False,0
2024-03-14,7,Sandwiches,127,6.24,792.48,False,0
2024-03-14,7,Snacks,120,2.28,273.6,False,0
2024-03-14,7,Bakery,95,2.88,273.6,False,0
2024-03-14,8,Coffee,98,3.15,308.7,False,0
2024-03-14,8,Cold Drinks,56,2.52,141.12,False,0
2024-03-14,8,Sandwiches,76,4.68,355.68,False,0
2024-03-14,8,Snacks,77,1.71,131.67,False,0
2024-03-14,8,Bakery,57,2.16,123.12,False,0
2024-03-14,9,Coffee,115,3.32,381.8,False,0
2024-03-14,9,Cold Drinks,66,2.66,175.56,False,0
2024-03-14,9,Sandwiches,82,4.94,405.08,False,0
2024-03-14,9,Snacks,96,1.8,172.8,False,0
2024-03-14,9,Bakery,71,2.28,161.88,False,0
2024-03-14,10,Coffee,100,3.68,368.0,False,0
2024-03-14,10,Cold Drinks,48,2.94,141.12,False,0
2024-03-14,10,Sandwiches,72,5.46,393.12,False,0
2024-03-14,10,Snacks,77,1.99,153.23,False,0
2024-03-14,10,Bakery,62,2.52,156.24,False,0
2024-03-15,1,Coffee,350,3.5,1225.0,False,0
2024-03-15,1,Cold Drinks,70,2.8,196.0,False,0
2024-03-15,1,Sandwiches,193,5.2,1003.6,False,0
2024-03-15,1,Snacks,193,1.9,366.7,False,0
2024-03-15,1,Bakery,165,2.4,396.0,False,0
2024-03-15,2,Coffee,129,3.32,428.28,False,0
2024-03-15,2,Cold Drinks,26,2.81,73.06,False,0
2024-03-15,2,Sandwiches,69,4.94,340.86,False,0
2024-03-15,2,Snacks,79,1.8,142.2,False,0
2024-03-15,2,Bakery,56,2.28,127.68,False,0
2024-03-15,3,Coffee,246,3.85,947.1,False,0
2024-03-15,3,Cold Drinks,53,3.08,163.24,False,0
2024-03-15,3,Sandwiches,147,5.72,840.84,False,0
2024-03-15,3,Snacks,151,2.09,315.59,False,0
2024-03-15,3,Bakery,112,2.64,295.68,False,0
2024-03-15,4,Coffee,159,3.5,556.5,False,0
2024-03-15,4,Cold Drinks,34,2.8,95.2,False,0
2024-03-15,4,Sandwiches,85,5.2,442.0,False,0
2024-03-15,4,Snacks,109,1.71,186.39,True,10
2024-03-15,4,Bakery,62,2.4,148.8,False,0
2024-03-15,5,Coffee,210,3.32,697.2,False,0
2024-03-15,5,Cold Drinks,40,2.66,106.4,False,0
2024-03-15,5,Sandwiches,89,4.94,439.66,False,0
2024-03-15,5,Snacks,123,1.8,221.4,False,0
2024-03-15,5,Bakery,82,2.28,186.96,False,0
2024-03-15,6,Coffee,176,4.02,707.52,False,0
2024-03-15,6,Cold Drinks,37,3.22,119.14,False,0
2024-03-15,6,Sandwiches,84,5.98,502.32,False,0
2024-03-15,6,Snacks,104,2.18,226.72,False,0
2024-03-15,6,Bakery,77,2.91,224.07,False,0
2024-03-15,7,Coffee,230,4.2,966.0,False,0
2024-03-15,7,Cold Drinks,50,3.36,168.0,False,0
2024-03-15,7,Sandwiches,112,6.24,698.88,False,0
2024-03-15,7,Snacks,143,2.28,326.04,False,0
2024-03-15,7,Bakery,99,2.88,285.12,False,0
2024-03-15,8,Coffee,157,3.15,494.55,False,0
2024-03-15,8,Cold Drinks,30,2.52,75.6,False,0
2024-03-15,8,Sandwiches,79,4.68,369.72,False,0
2024-03-15,8,Snacks,81,1.71,138.51,False,0
2024-03-15,8,Bakery,65,2.16,140.4,False,0
2024-03-15,9,Coffee,144,3.32,478.08,False,0
2024-03-15,9,Cold Drinks,38,2.66,101.08,False,0
2024-03-15,9,Sandwiches,81,4.94,400.14,False,0
2024-03-15,9,Snacks,103,1.8,185.4,False,0
2024-03-15,9,Bakery,80,2.28,182.4,False,0
2024-03-15,10,Coffee,144,3.68,529.92,False,0
2024-03-15,10,Cold Drinks,29,2.94,85.26,False,0
2024-03-15,10,Sandwiches,70,5.46,382.2,False,0
2024-03-15,10,Snacks,80,1.99,159.2,False,0
2024-03-15,10,Bakery,66,2.52,166.32,False,0
2024-03-16,1,Coffee,239,3.5,836.5,False,0
2024-03-16,1,Cold Drinks,109,2.8,305.2,False,0
2024-03-16,1,Sandwiches,190,5.2,988.0,False,0
2024-03-16,1,Snacks,191,1.9,362.9,False,0
2024-03-16,1,Bakery,144,2.4,345.6,False,0
2024-03-16,2,Coffee,67,3.32,222.44,False,0
2024-03-16,2,Cold Drinks,31,2.81,87.11,False,0
2024-03-16,2,Sandwiches,54,4.94,266.76,False,0
2024-03-16,2,Snacks,51,1.8,91.8,False,0
2024-03-16,2,Bakery,42,2.28,95.76,False,0
2024-03-16,3,Coffee,121,3.85,465.85,False,0
2024-03-16,3,Cold Drinks,55,3.08,169.4,False,0
2024-03-16,3,Sandwiches,92,5.72,526.24,False,0
2024-03-16,3,Snacks,93,2.09,194.37,False,0
2024-03-16,3,Bakery,75,2.64,198.0,False,0
2024-03-16,4,Coffee,108,3.5,378.0,False,0
2024-03-16,4,Cold Drinks,50,2.8,140.0,False,0
2024-03-16,4,Sandwiches,83,5.2,431.6,False,0
2024-03-16,4,Snacks,110,1.71,188.1,True,10
2024-03-16,4,Bakery,64,2.4,153.6,False,0
2024-03-16,5,Coffee,115,3.32,381.8,False,0
2024-03-16,5,Cold Drinks,54,2.66,143.64,False,0
2024-03-16,5,Sandwiches,72,4.94,355.68,False,0
2024-03-16,5,Snacks,102,1.8,183.6,False,0
2024-03-16,5,Bakery,74,2.28,168.72,False,0
2024-03-16,6,Coffee,108,4.02,434.16,False,0
2024-03-16,6,Cold Drinks,57,3.22,183.54,False,0
2024-03-16,6,Sandwiches,85,5.98,508.3,False,0
2024-03-16,6,Snacks,92,2.18,200.56,False,0
2024-03-16,6,Bakery,73,2.91,212.43,False,0
2024-03-16,7,Coffee,117,4.2,491.4,False,0
2024-03-16,7,Cold Drinks,46,3.36,154.56,False,0
2024-03-16,7,Sandwiches,74,6.24,461.76,False,0
2024-03-16,7,Snacks,85,2.28,193.8,False,0
2024-03-16,7,Bakery,67,2.88,192.96,False,0
2024-03-16,8,Coffee,81,3.15,255.15,False,0
2024-03-16,8,Cold Drinks,45,2.52,113.4,False,0
2024-03-16,8,Sandwiches,60,4.68,280.8,False,0
2024-03-16,8,Snacks,73,1.71,124.83,False,0
2024-03-16,8,Bakery,54,2.16,116.64,False,0
2024-03-16,9,Coffee,123,3.32,408.36,False,0
2024-03-16,9,Cold Drinks,50,2.66,133.0,False,0
2024-03-16,9,Sandwiches,73,4.94,360.62,False,0
2024-03-16,9,Snacks,90,1.8,162.0,False,0
2024-03-16,9,Bakery,70,2.28,159.6,False,0
2024-03-16,10,Coffee,91,3.68,334.88,False,0
2024-03-16,10,Cold Drinks,47,2.94,138.18,False,0
2024-03-16,10,Sandwiches,71,5.46,387.66,False,0
2024-03-16,10,Snacks,71,1.99,141.29,False,0
2024-03-16,10,Bakery,62,2.52,156.24,False,0
2024-03-17,1,Coffee,112,3.5,392.0,False,0
2024-03-17,1,Cold Drinks,43,2.8,120.4,False,0
2024-03-17,1,Sandwiches,83,5.2,431.6,False,0
2024-03-17,1,Snacks,96,1.9,182.4,False,0
2024-03-17,1,Bakery,57,2.4,136.8,False,0
2024-03-17,2,Coffee,55,3.32,182.6,False,0
2024-03-17,2,Cold Drinks,23,2.81,64.63,False,0
2024-03-17,2,Sandwiches,47,4.94,232.18,False,0
2024-03-17,2,Snacks,40,1.8,72.0,False,0
2024-03-17,2,Bakery,30,2.28,68.4,False,0
2024-03-17,3,Coffee,82,3.85,315.7,False,0
2024-03-17,3,Cold Drinks,42,3.08,129.36,False,0
2024-03-17,3,Sandwiches,59,5.72,337.48,False,0
2024-03-17,3,Snacks,63,2.09,131.67,False,0
2024-03-17,3,Bakery,53,2.64,139.92,False,0
2024-03-17,4,Coffee,82,3.5,287.0,False,0
2024-03-17,4,Cold Drinks,37,2.8,103.6,False,0
2024-03-17,4,Sandwiches,57,5.2,296.4,False,0
2024-03-17,4,Snacks,71,1.71,121.41,True,10
2024-03-17,4,Bakery,46,2.4,110.4,False,0
2024-03-17,5,Coffee,73,3.32,242.36,False,0
2024-03-17,5,Cold Drinks,34,2.66,90.44,False,0
2024-03-17,5,Sandwiches,58,4.94,286.52,False,0
2024-03-17,5,Snacks,59,1.8,106.2,False,0
2024-03-17,5,Bakery,42,2.28,95.76,False,0
2024-03-17,6,Coffee,81,4.02,325.62,False,0
2024-03-17,6,Cold Drinks,38,3.22,122.36,False,0
2024-03-17,6,Sandwiches,67,5.98,400.66,False,0
2024-03-17,6,Snacks,77,2.18,167.86,False,0
2024-03-17,6,Bakery,49,2.91,142.59,False,0
2024-03-17,7,Coffee,73,4.2,306.6,False,0
2024-03-17,7,Cold Drinks,32,3.36,107.52,False,0
2024-03-17,7,Sandwiches,50,6.24,312.0,False,0
2024-03-17,7,Snacks,62,2.28,141.36,False,0
2024-03-17,7,Bakery,54,2.88,155.52,False,0
2024-03-17,8,Coffee,60,3.15,189.0,False,0
2024-03-17,8,Cold Drinks,24,2.52,60.48,False,0
2024-03-17,8,Sandwiches,48,4.68,224.64,False,0
2024-03-17,8,Snacks,49,1.71,83.79,False,0
2024-03-17,8,Bakery,38,2.16,82.08,False,0
2024-03-17,9,Coffee,96,3.32,318.72,False,0
2024-03-17,9,Cold Drinks,32,2.66,85.12,False,0
2024-03-17,9,Sandwiches,53,4.94,261.82,False,0
2024-03-17,9,Snacks,63,1.8,113.4,False,0
2024-03-17,9,Bakery,50,2.28,114.0,False,0
2024-03-17,10,Coffee,69,3.68,253.92,False,0
2024-03-17,10,Cold Drinks,37,2.94,108.78,False,0
2024-03-17,10,Sandwiches,49,5.46,267.54,False,0
2024-03-17,10,Snacks,51,1.99,101.49,False,0
2024-03-17,10,Bakery,42,2.52,105.84,False,0
2024-03-18,1,Coffee,160,3.5,560.0,False,0
2024-03-18,1,Cold Drinks,52,2.8,145.6,False,0
2024-03-18,1,Sandwiches,98,5.2,509.6,False,0
2024-03-18,1,Snacks,116,1.9,220.4,False,0
2024-03-18,1,Bakery,90,2.4,216.0,False,0
2024-03-18,2,Coffee,94,3.32,312.08,False,0
2024-03-18,2,Cold Drinks,40,2.81,112.4,False,0
2024-03-18,2,Sandwiches,73,4.94,360.62,False,0
2024-03-18,2,Snacks,60,1.8,108.0,False,0
2024-03-18,2,Bakery,45,2.28,102.6,False,0
2024-03-18,3,Coffee,197,3.85,758.45,False,0
2024-03-18,3,Cold Drinks,77,3.08,237.16,False,0
2024-03-18,3,Sandwiches,122,5.72,697.84,False,0
2024-03-18,3,Snacks,128,2.09,267.52,False,0
2024-03-18,3,Bakery,97,2.64,256.08,False,0
2024-03-18,4,Coffee,101,3.5,353.5,False,0
2024-03-18,4,Cold Drinks,45,2.8,126.0,False,0
2024-03-18,4,Sandwiches,72,5.2,374.4,False,0
2024-03-18,4,Snacks,94,1.71,160.74,True,10
2024-03-18,4,Bakery,54,2.4,129.6,False,0
2024-03-18,5,Coffee,147,3.32,488.04,False,0
2024-03-18,5,Cold Drinks,53,2.66,140.98,False,0
2024-03-18,5,Sandwiches,82,4.94,405.08,False,0
2024-03-18,5,Snacks,100,1.8,180.0,False,0
2024-03-18,5,Bakery,76,2.28,173.28,False,0
2024-03-18,6,Coffee,119,4.02,478.38,False,0
2024-03-18,6,Cold Drinks,42,2.9,121.8,True,10
2024-03-18,6,Sandwiches,79,5.98,472.42,False,0
2024-03-18,6,Snacks,91,2.18,198.38,False,0
2024-03-18,6,Bakery,63,2.91,183.33,False,0
2024-03-18,7,Coffee,157,4.2,659.4,False,0
2024-03-18,7,Cold Drinks,67,3.36,225.12,False,0
2024-03-18,7,Sandwiches,107,6.24,667.68,False,0
2024-03-18,7,Snacks,98,2.28,223.44,False,0
2024-03-18,7,Bakery,89,2.88,256.32,False,0
2024-03-18,8,Coffee,106,3.15,333.9,False,0
2024-03-18,8,Cold Drinks,36,2.52,90.72,False,0
2024-03-18,8,Sandwiches,75,4.68,351.0,False,0
2024-03-18,8,Snacks,67,1.71,114.57,False,0
2024-03-18,8,Bakery,58,2.16,125.28,False,0
2024-03-18,9,Coffee,104,3.32,345.28,False,0
2024-03-18,9,Cold Drinks,42,2.66,111.72,False,0
2024-03-18,9,Sandwiches,83,4.94,410.02,False,0
2024-03-18,9,Snacks,84,1.8,151.2,False,0
2024-03-18,9,Bakery,65,2.28,148.2,False,0
2024-03-18,10,Coffee,99,3.68,364.32,False,0
2024-03-18,10,Cold Drinks,37,2.94,108.78,False,0
2024-03-18,10,Sandwiches,70,5.46,382.2,False,0
2024-03-18,10,Snacks,75,1.99,149.25,False,0
2024-03-18,10,Bakery,62,2.52,156.24,False,0
2024-03-19,1,Coffee,157,3.5,549.5,False,0
2024-03-19,1,Cold Drinks,51,2.8,142.8,False,0
2024-03-19,1,Sandwiches,112,5.2,582.4,False,0
2024-03-19,1,Snacks,125,1.9,237.5,False,0
2024-03-19,1,Bakery,106,2.4,254.4,False,0
2024-03-19,2,Coffee,109,3.32,361.88,False,0
2024-03-19,2,Cold Drinks,34,2.81,95.54,False,0
2024-03-19,2,Sandwiches,66,4.94,326.04,False,0
2024-03-19,2,Snacks,69,1.8,124.2,False,0
2024-03-19,2,Bakery,53,2.28,120.84,False,0
2024-03-19,3,Coffee,191,3.85,735.35,False,0
2024-03-19,3,Cold Drinks,81,3.08,249.48,False,0
2024-03-19,3,Sandwiches,115,5.72,657.8,False,0
2024-03-19,3,Snacks,130,2.09,271.7,False,0
2024-03-19,3,Bakery,120,2.64,316.8,False,0
2024-03-19,4,Coffee,130,3.5,455.0,False,0
2024-03-19,4,Cold Drinks,42,2.8,117.6,False,0
2024-03-19,4,Sandwiches,90,5.2,468.0,False,0
2024-03-19,4,Snacks,105,1.71,179.55,True,10
2024-03-19,4,Bakery,64,2.4,153.6,False,0
2024-03-19,5,Coffee,117,3.32,388.44,False,0
2024-03-19,5,Cold Drinks,47,2.66,125.02,False,0
2024-03-19,5,Sandwiches,91,4.94,449.54,False,0
2024-03-19,5,Snacks,110,1.8,198.0,False,0
2024-03-19,5,Bakery,85,2.28,193.8,False,0
2024-03-19,6,Coffee,124,4.02,498.48,False,0
2024-03-19,6,Cold Drinks,55,2.9,159.5,True,10
2024-03-19,6,Sandwiches,87,5.98,520.26,False,0
2024-03-19,6,Snacks,92,2.18,200.56,False,0
2024-03-19,6,Bakery,71,2.91,206.61,False,0
2024-03-19,7,Coffee,167,4.2,701.4,False,0
2024-03-19,7,Cold Drinks,56,3.36,188.16,False,0
2024-03-19,7,Sandwiches,112,6.24,698.88,False,0
2024-03-19,7,Snacks,121,2.28,275.88,False,0
2024-03-19,7,Bakery,102,2.88,293.76,False,0
2024-03-19,8,Coffee,102,3.15,321.3,False,0
2024-03-19,8,Cold Drinks,42,2.52,105.84,False,0
2024-03-19,8,Sandwiches,78,4.68,365.04,False,0
2024-03-19,8,Snacks,79,1.71,135.09,False,0
2024-03-19,8,Bakery,54,2.16,116.64,False,0
2024-03-19,9,Coffee,133,3.32,441.56,False,0
2024-03-19,9,Cold Drinks,49,2.66,130.34,False,0
2024-03-19,9,Sandwiches,84,4.94,414.96,False,0
2024-03-19,9,Snacks,89,1.8,160.2,False,0
2024-03-19,9,Bakery,60,2.28,136.8,False,0
2024-03-19,10,Coffee,109,3.68,401.12,False,0
2024-03-19,10,Cold Drinks,44,2.94,129.36,False,0
2024-03-19,10,Sandwiches,64,5.46,349.44,False,0
2024-03-19,10,Snacks,84,1.99,167.16,False,0
2024-03-19,10,Bakery,64,2.52,161.28,False,0
2024-03-20,1,Coffee,158,3.5,553.0,False,0
2024-03-20,1,Cold Drinks,47,2.8,131.6,False,0
2024-03-20,1,Sandwiches,96,5.2,499.2,False,0
2024-03-20,1,Snacks,114,1.9,216.6,False,0
2024-03-20,1,Bakery,92,2.4,220.8,False,0
2024-03-20,2,Coffee,97,3.32,322.04,False,0
2024-03-20,2,Cold Drinks,30,2.81,84.3,False,0
2024-03-20,2,Sandwiches,70,4.94,345.8,False,0
2024-03-20,2,Snacks,76,1.8,136.8,False,0
2024-03-20,2,Bakery,58,2.28,132.24,False,0
2024-03-20,3,Coffee,196,3.85,754.6,False,0
2024-03-20,3,Cold Drinks,59,3.08,181.72,False,0
2024-03-20,3,Sandwiches,137,5.72,783.64,False,0
2024-03-20,3,Snacks,161,2.09,336.49,False,0
2024-03-20,3,Bakery,111,2.64,293.04,False,0
2024-03-20,4,Coffee,134,3.5,469.0,False,0
2024-03-20,4,Cold Drinks,33,2.8,92.4,False,0
2024-03-20,4,Sandwiches,73,5.2,379.6,False,0
2024-03-20,4,Snacks,89,1.71,152.19,True,10
2024-03-20,4,Bakery,65,2.4,156.0,False,0
2024-03-20,5,Coffee,187,3.32,620.84,False,0
2024-03-20,5,Cold Drinks,43,2.66,114.38,False,0
2024-03-20,5,Sandwiches,101,4.94,498.94,False,0
2024-03-20,5,Snacks,110,1.8,198.0,False,0
2024-03-20,5,Bakery,75,2.28,171.0,False,0
2024-03-20,6,Coffee,139,4.02,558.78,False,0
2024-03-20,6,Cold Drinks,48,2.9,139.2,True,10
2024-03-20,6,Sandwiches,92,5.98,550.16,False,0
2024-03-20,6,Snacks,82,2.18,178.76,False,0
2024-03-20,6,Bakery,75,2.91,218.25,False,0
2024-03-20,7,Coffee,179,4.2,751.8,False,0
2024-03-20,7,Cold Drinks,50,3.36,168.0,False,0
2024-03-20,7,Sandwiches,120,6.24,748.8,False,0
2024-03-20,7,Snacks,140,2.28,319.2,False,0
2024-03-20,7,Bakery,95,2.88,273.6,False,0
2024-03-20,8,Coffee,135,3.15,425.25,False,0
2024-03-20,8,Cold Drinks,30,2.58,77.4,False,0
2024-03-20,8,Sandwiches,77,4.68,360.36,False,0
2024-03-20,8,Snacks,78,1.71,133.38,False,0
2024-03-20,8,Bakery,65,2.16,140.4,False,0
2024-03-20,9,Coffee,134,3.32,444.88,False,0
2024-03-20,9,Cold Drinks,34,2.66,90.44,False,0
2024-03-20,9,Sandwiches,79,4.94,390.26,False,0
2024-03-20,9,Snacks,80,1.8,144.0,False,0
2024-03-20,9,Bakery,64,2.28,145.92,False,0
2024-03-20,10,Coffee,120,3.68,441.6,False,0
2024-03-20,10,Cold Drinks,31,2.94,91.14,False,0
2024-03-20,10,Sandwiches,73,5.46,398.58,False,0
2024-03-20,10,Snacks,88,1.99,175.12,False,0
2024-03-20,10,Bakery,58,2.52,146.16,False,0
2024-03-21,1,Coffee,165,3.5,577.5,False,0
2024-03-21,1,Cold Drinks,57,2.8,159.6,False,0
2024-03-21,1,Sandwiches,130,5.2,676.0,False,0
2024-03-21,1,Snacks,88,1.9,167.2,False,0
2024-03-21,1,Bakery,82,2.4,196.8,False,0
2024-03-21,2,Coffee,103,3.32,341.96,False,0
2024-03-21,2,Cold Drinks,32,2.81,89.92,False,0
2024-03-21,2,Sandwiches,68,4.94,335.92,False,0
2024-03-21,2,Snacks,70,1.8,126.0,False,0
2024-03-21,2,Bakery,58,2.28,132.24,False,0
2024-03-21,3,Coffee,179,3.85,689.15,False,0
2024-03-21,3,Cold Drinks,72,3.08,221.76,False,0
2024-03-21,3,Sandwiches,136,5.72,777.92,False,0
2024-03-21,3,Snacks,141,2.09,294.69,False,0
2024-03-21,3,Bakery,110,2.64,290.4,False,0
2024-03-21,4,Coffee,129,3.5,451.5,False,0
2024-03-21,4,Cold Drinks,37,2.8,103.6,False,0
2024-03-21,4,Sandwiches,79,5.2,410.8,False,0
2024-03-21,4,Snacks,88,1.71,150.48,True,10
2024-03-21,4,Bakery,69,2.4,165.6,False,0
2024-03-21,5,Coffee,134,3.32,444.88,False,0
2024-03-21,5,Cold Drinks,43,2.66,114.38,False,0
2024-03-21,5,Sandwiches,102,4.94,503.88,False,0
2024-03-21,5,Snacks,101,1.8,181.8,False,0
2024-03-21,5,Bakery,82,2.28,186.96,False,0
2024-03-21,6,Coffee,147,4.02,590.94,False,0
2024-03-21,6,Cold Drinks,56,2.9,162.4,True,10
2024-03-21,6,Sandwiches,88,5.98,526.24,False,0
2024-03-21,6,Snacks,93,2.18,202.74,False,0
2024-03-21,6,Bakery,63,2.91,183.33,False,0
2024-03-21,7,Coffee,167,4.2,701.4,False,0
2024-03-21,7,Cold Drinks,72,3.36,241.92,False,0
2024-03-21,7,Sandwiches,110,6.24,686.4,False,0
2024-03-21,7,Snacks,120,2.28,273.6,False,0
2024-03-21,7,Bakery,104,2.88,299.52,False,0
2024-03-21,8,Coffee,98,3.15,308.7,False,0
2024-03-21,8,Cold Drinks,41,2.58,105.78,False,0
2024-03-21,8,Sandwiches,65,4.68,304.2,False,0
2024-03-21,8,Snacks,82,1.71,140.22,False,0
2024-03-21,8,Bakery,62,2.16,133.92,False,0
2024-03-21,9,Coffee,130,3.32,431.6,False,0
2024-03-21,9,Cold Drinks,41,2.66,109.06,False,0
2024-03-21,9,Sandwiches,79,4.94,390.26,False,0
2024-03-21,9,Snacks,94,1.8,169.2,False,0
2024-03-21,9,Bakery,66,2.28,150.48,False,0
2024-03-21,10,Coffee,111,3.68,408.48,False,0
2024-03-21,10,Cold Drinks,38,2.94,111.72,False,0
2024-03-21,10,Sandwiches,67,5.46,365.82,False,0
2024-03-21,10,Snacks,73,1.99,145.27,False,0
2024-03-21,10,Bakery,58,2.52,146.16,False,0
2024-03-22,1,Coffee,169,3.5,591.5,False,0
2024-03-22,1,Cold Drinks,77,2.8,215.6,False,0
2024-03-22,1,Sandwiches,117,5.2,608.4,False,0
2024-03-22,1,Snacks,123,1.9,233.7,False,0
2024-03-22,1,Bakery,108,2.4,259.2,False,0
2024-03-22,2,Coffee,104,3.32,345.28,False,0
2024-03-22,2,Cold Drinks,41,2.81,115.21,False,0
2024-03-22,2,Sandwiches,62,4.94,306.28,False,0
2024-03-22,2,Snacks,74,1.8,133.2,False,0
2024-03-22,2,Bakery,59,2.28,134.52,False,0
2024-03-22,3,Coffee,205,3.85,789.25,False,0
2024-03-22,3,Cold Drinks,85,3.08,261.8,False,0
2024-03-22,3,Sandwiches,163,5.72,932.36,False,0
2024-03-22,3,Snacks,152,2.09,317.68,False,0
2024-03-22,3,Bakery,119,2.64,314.16,False,0
2024-03-22,4,Coffee,130,3.5,455.0,False,0
2024-03-22,4,Cold Drinks,50,2.8,140.0,False,0
2024-03-22,4,Sandwiches,102,5.2,530.4,False,0
2024-03-22,4,Snacks,119,1.71,203.49,True,10
2024-03-22,4,Bakery,69,2.4,165.6,False,0
2024-03-22,5,Coffee,171,3.32,567.72,False,0
2024-03-22,5,Cold Drinks,73,2.66,194.18,False,0
2024-03-22,5,Sandwiches,101,4.94,498.94,False,0
2024-03-22,5,Snacks,108,1.8,194.4,False,0
2024-03-22,5,Bakery,88,2.28,200.64,False,0
2024-03-22,6,Coffee,128,4.02,514.56,False,0
2024-03-22,6,Cold Drinks,65,2.9,188.5,True,10
2024-03-22,6,Sandwiches,97,5.98,580.06,False,0
2024-03-22,6,Snacks,112,2.18,244.16,False,0
2024-03-22,6,Bakery,81,2.91,235.71,False,0
2024-03-22,7,Coffee,184,4.2,772.8,False,0
2024-03-22,7,Cold Drinks,75,3.36,252.0,False,0
2024-03-22,7,Sandwiches,118,6.24,736.32,False,0
2024-03-22,7,Snacks,147,2.28,335.16,False,0
2024-03-22,7,Bakery,114,2.88,328.32,False,0
2024-03-22,8,Coffee,116,3.15,365.4,False,0
