date,day_of_week,day_num,week_of_year,month,month_name,quarter,year,season,is_weekend,is_public_holiday,holiday_name
2025-02-08,Saturday,5,6,2,February,1,2025,Winter,True,False,
2025-02-09,Sunday,6,6,2,February,1,2025,Winter,True,False,
2025-02-10,Monday,0,7,2,February,1,2025,Winter,False,False,
2025-02-11,Tuesday,1,7,2,February,1,2025,Winter,False,False,
2025-02-12,Wednesday,2,7,2,February,1,2025,Winter,False,False,
2025-02-13,Thursday,3,7,2,February,1,2025,Winter,False,False,
2025-02-14,Friday,4,7,2,February,1,2025,Winter,False,False,
2025-02-15,Saturday,5,7,2,February,1,2025,Winter,True,False,
2025-02-16,Sunday,6,7,2,February,1,2025,Winter,True,False,
2025-02-17,Monday,0,8,2,February,1,2025,Winter,False,False,
2025-02-18,Tuesday,1,8,2,February,1,2025,Winter,False,False,
2025-02-19,Wednesday,2,8,2,February,1,2025,Winter,False,False,
2025-02-20,Thursday,3,8,2,February,1,2025,Winter,False,False,
2025-02-21,Friday,4,8,2,February,1,2025,Winter,False,False,
2025-02-22,Saturday,5,8,2,February,1,2025,Winter,True,False,
2025-02-23,Sunday,6,8,2,February,1,2025,Winter,True,False,
2025-02-24,Monday,0,9,2,February,1,2025,Winter,False,False,
2025-02-25,Tuesday,1,9,2,February,1,2025,Winter,False,False,
2025-02-26,Wednesday,2,9,2,February,1,2025,Winter,False,False,
2025-02-27,Thursday,3,9,2,February,1,2025,Winter,False,False,
2025-02-28,Friday,4,9,2,February,1,2025,Winter,False,False,
2025-03-01,Saturday,5,9,3,March,1,2025,Spring,True,False,
2025-03-02,Sunday,6,9,3,March,1,2025,Spring,True,False,
2025-03-03,Monday,0,10,3,March,1,2025,Spring,False,False,
2025-03-04,Tuesday,1,10,3,March,1,2025,Spring,False,False,
2025-03-05,Wednesday,2,10,3,March,1,2025,Spring,False,False,
2025-03-06,Thursday,3,10,3,March,1,2025,Spring,False,False,
2025-03-07,Friday,4,10,3,March,1,2025,Spring,False,False,
2025-03-08,Saturday,5,10,3,March,1,2025,Spring,True,False,
2025-03-09,Sunday,6,10,3,March,1,2025,Spring,True,False,
2025-03-10,Monday,0,11,3,March,1,2025,Spring,False,False,
2025-03-11,Tuesday,1,11,3,March,1,2025,Spring,False,False,
2025-03-12,Wednesday,2,11,3,March,1,2025,Spring,False,False,
2025-03-13,Thursday,3,11,3,March,1,2025,Spring,False,False,
2025-03-14,Friday,4,11,3,March,1,2025,Spring,False,False,
2025-03-15,Saturday,5,11,3,March,1,2025,Spring,True,False,
2025-03-16,Sunday,6,11,3,March,1,2025,Spring,True,False,
2025-03-17,Monday,0,12,3,March,1,2025,Spring,False,False,
2025-03-18,Tuesday,1,12,3,March,1,2025,Spring,False,False,
2025-03-19,Wednesday,2,12,3,March,1,2025,Spring,False,False,
2025-03-20,Thursday,3,12,3,March,1,2025,Spring,False,False,
2025-03-21,Friday,4,12,3,March,1,2025,Spring,False,False,
2025-03-22,Saturday,5,12,3,March,1,2025,Spring,True,False,
2025-03-23,Sunday,6,12,3,March,1,2025,Spring,True,False,
2025-03-24,Monday,0,13,3,March,1,2025,Spring,False,False,
2025-03-25,Tuesday,1,13,3,March,1,2025,Spring,False,False,
2025-03-26,Wednesday,2,13,3,March,1,2025,Spring,False,False,
2025-03-27,Thursday,3,13,3,March,1,2025,Spring,False,False,
2025-03-28,Friday,4,13,3,March,1,2025,Spring,False,False,
2025-03-29,Saturday,5,13,3,March,1,2025,Spring,True,False,
2025-03-30,Sunday,6,13,3,March,1,2025,Spring,True,False,
2025-03-31,Monday,0,14,3,March,1,2025,Spring,False,False,
2025-04-01,Tuesday,1,14,4,April,2,2025,Spring,False,False,
2025-04-02,Wednesday,2,14,4,April,2,2025,Spring,False,False,
2025-04-03,Thursday,3,14,4,April,2,2025,Spring,False,False,
2025-04-04,Friday,4,14,4,April,2,2025,Spring,False,False,
2025-04-05,Saturday,5,14,4,April,2,2025,Spring,True,False,
2025-04-06,Sunday,6,14,4,April,2,2025,Spring,True,False,
2025-04-07,Monday,0,15,4,April,2,2025,Spring,False,False,
2025-04-08,Tuesday,1,15,4,April,2,2025,Spring,False,False,
2025-04-09,Wednesday,2,15,4,April,2,2025,Spring,False,False,
2025-04-10,Thursday,3,15,4,April,2,2025,Spring,False,False,
2025-04-11,Friday,4,15,4,April,2,2025,Spring,False,False,
2025-04-12,Saturday,5,15,4,April,2,2025,Spring,True,False,
2025-04-13,Sunday,6,15,4,April,2,2025,Spring,True,False,
2025-04-14,Monday,0,16,4,April,2,2025,Spring,False,False,
2025-04-15,Tuesday,1,16,4,April,2,2025,Spring,False,False,
2025-04-16,Wednesday,2,16,4,April,2,2025,Spring,False,False,
2025-04-17,Thursday,3,16,4,April,2,2025,Spring,False,False,
2025-04-18,Friday,4,16,4,April,2,2025,Spring,False,True,Good Friday
2025-04-19,Saturday,5,16,4,April,2,2025,Spring,True,False,
2025-04-20,Sunday,6,16,4,April,2,2025,Spring,True,False,
2025-04-21,Monday,0,17,4,April,2,2025,Spring,False,True,Easter Monday
2025-04-22,Tuesday,1,17,4,April,2,2025,Spring,False,False,
2025-04-23,Wednesday,2,17,4,April,2,2025,Spring,False,False,
2025-04-24,Thursday,3,17,4,April,2,2025,Spring,False,False,
2025-04-25,Friday,4,17,4,April,2,2025,Spring,False,False,
2025-04-26,Saturday,5,17,4,April,2,2025,Spring,True,False,
2025-04-27,Sunday,6,17,4,April,2,2025,Spring,True,False,
2025-04-28,Monday,0,18,4,April,2,2025,Spring,False,False,
2025-04-29,Tuesday,1,18,4,April,2,2025,Spring,False,False,
2025-04-30,Wednesday,2,18,4,April,2,2025,Spring,False,False,
2025-05-01,Thursday,3,18,5,May,2,2025,Spring,False,False,
2025-05-02,Friday,4,18,5,May,2,2025,Spring,False,False,
2025-05-03,Saturday,5,18,5,May,2,2025,Spring,True,False,
2025-05-04,Sunday,6,18,5,May,2,2025,Spring,True,False,
2025-05-05,Monday,0,19,5,May,2,2025,Spring,False,True,Early May Bank Holiday
2025-05-06,Tuesday,1,19,5,May,2,2025,Spring,False,False,
2025-05-07,Wednesday,2,19,5,May,2,2025,Spring,False,False,
2025-05-08,Thursday,3,19,5,May,2,2025,Spring,False,False,
2025-05-09,Friday,4,19,5,May,2,2025,Spring,False,False,
2025-05-10,Saturday,5,19,5,May,2,2025,Spring,True,False,
2025-05-11,Sunday,6,19,5,May,2,2025,Spring,True,False,
2025-05-12,Monday,0,20,5,May,2,2025,Spring,False,False,
2025-05-13,Tuesday,1,20,5,May,2,2025,Spring,False,False,
2025-05-14,Wednesday,2,20,5,May,2,2025,Spring,False,False,
2025-05-15,Thursday,3,20,5,May,2,2025,Spring,False,False,
2025-05-16,Friday,4,20,5,May,2,2025,Spring,False,False,
2025-05-17,Saturday,5,20,5,May,2,2025,Spring,True,False,
2025-05-18,Sunday,6,20,5,May,2,2025,Spring,True,False,
2025-05-19,Monday,0,21,5,May,2,2025,Spring,False,False,
2025-05-20,Tuesday,1,21,5,May,2,2025,Spring,False,False,
2025-05-21,Wednesday,2,21,5,May,2,2025,Spring,False,False,
2025-05-22,Thursday,3,21,5,May,2,2025,Spring,False,False,
2025-05-23,Friday,4,21,5,May,2,2025,Spring,False,False,
2025-05-24,Saturday,5,21,5,May,2,2025,Spring,True,False,
2025-05-25,Sunday,6,21,5,May,2,2025,Spring,True,False,
2025-05-26,Monday,0,22,5,May,2,2025,Spring,False,True,Spring Bank Holiday
2025-05-27,Tuesday,1,22,5,May,2,2025,Spring,False,False,
2025-05-28,Wednesday,2,22,5,May,2,2025,Spring,False,False,
2025-05-29,Thursday,3,22,5,May,2,2025,Spring,False,False,
2025-05-30,Friday,4,22,5,May,2,2025,Spring,False,False,
2025-05-31,Saturday,5,22,5,May,2,2025,Spring,True,False,
2025-06-01,Sunday,6,22,6,June,2,2025,Summer,True,False,
2025-06-02,Monday,0,23,6,June,2,2025,Summer,False,False,
2025-06-03,Tuesday,1,23,6,June,2,2025,Summer,False,False,
2025-06-04,Wednesday,2,23,6,June,2,2025,Summer,False,False,
2025-06-05,Thursday,3,23,6,June,2,2025,Summer,False,False,
2025-06-06,Friday,4,23,6,June,2,2025,Summer,False,False,
2025-06-07,Saturday,5,23,6,June,2,2025,Summer,True,False,
2025-06-08,Sunday,6,23,6,June,2,2025,Summer,True,False,
2025-06-09,Monday,0,24,6,June,2,2025,Summer,False,False,
2025-06-10,Tuesday,1,24,6,June,2,2025,Summer,False,False,
2025-06-11,Wednesday,2,24,6,June,2,2025,Summer,False,False,
2025-06-12,Thursday,3,24,6,June,2,2025,Summer,False,False,
2025-06-13,Friday,4,24,6,June,2,2025,Summer,False,False,
2025-06-14,Saturday,5,24,6,June,2,2025,Summer,True,False,
2025-06-15,Sunday,6,24,6,June,2,2025,Summer,True,False,
2025-06-16,Monday,0,25,6,June,2,2025,Summer,False,False,
2025-06-17,Tuesday,1,25,6,June,2,2025,Summer,False,False,
2025-06-18,Wednesday,2,25,6,June,2,2025,Summer,False,False,
2025-06-19,Thursday,3,25,6,June,2,2025,Summer,False,False,
2025-06-20,Friday,4,25,6,June,2,2025,Summer,False,False,
2025-06-21,Saturday,5,25,6,June,2,2025,Summer,True,False,
2025-06-22,Sunday,6,25,6,June,2,2025,Summer,True,False,
2025-06-23,Monday,0,26,6,June,2,2025,Summer,False,False,
2025-06-24,Tuesday,1,26,6,June,2,2025,Summer,False,False,
2025-06-25,Wednesday,2,26,6,June,2,2025,Summer,False,False,
2025-06-26,Thursday,3,26,6,June,2,2025,Summer,False,False,
2025-06-27,Friday,4,26,6,June,2,2025,Summer,False,False,
2025-06-28,Saturday,5,26,6,June,2,2025,Summer,True,False,
2025-06-29,Sunday,6,26,6,June,2,2025,Summer,True,False,
2025-06-30,Monday,0,27,6,June,2,2025,Summer,False,False,
2025-07-01,Tuesday,1,27,7,July,3,2025,Summer,False,False,
2025-07-02,Wednesday,2,27,7,July,3,2025,Summer,False,False,
2025-07-03,Thursday,3,27,7,July,3,2025,Summer,False,False,
2025-07-04,Friday,4,27,7,July,3,2025,Summer,False,False,
2025-07-05,Saturday,5,27,7,July,3,2025,Summer,True,False,
2025-07-06,Sunday,6,27,7,July,3,2025,Summer,True,False,
2025-07-07,Monday,0,28,7,July,3,2025,Summer,False,False,
2025-07-08,Tuesday,1,28,7,July,3,2025,Summer,False,False,
2025-07-09,Wednesday,2,28,7,July,3,2025,Summer,False,False,
2025-07-10,Thursday,3,28,7,July,3,2025,Summer,False,False,
2025-07-11,Friday,4,28,7,July,3,2025,Summer,False,False,
2025-07-12,Saturday,5,28,7,July,3,2025,Summer,True,False,
2025-07-13,Sunday,6,28,7,July,3,2025,Summer,True,False,
2025-07-14,Monday,0,29,7,July,3,2025,Summer,False,False,
2025-07-15,Tuesday,1,29,7,July,3,2025,Summer,False,False,
2025-07-16,Wednesday,2,29,7,July,3,2025,Summer,False,False,
2025-07-17,Thursday,3,29,7,July,3,2025,Summer,False,False,
2025-07-18,Friday,4,29,7,July,3,2025,Summer,False,False,
2025-07-19,Saturday,5,29,7,July,3,2025,Summer,True,False,
2025-07-20,Sunday,6,29,7,July,3,2025,Summer,True,False,
2025-07-21,Monday,0,30,7,July,3,2025,Summer,False,False,
2025-07-22,Tuesday,1,30,7,July,3,2025,Summer,False,False,
2025-07-23,Wednesday,2,30,7,July,3,2025,Summer,False,False,
2025-07-24,Thursday,3,30,7,July,3,2025,Summer,False,False,
2025-07-25,Friday,4,30,7,July,3,2025,Summer,False,False,
2025-07-26,Saturday,5,30,7,July,3,2025,Summer,True,False,
2025-07-27,Sunday,6,30,7,July,3,2025,Summer,True,False,
2025-07-28,Monday,0,31,7,July,3,2025,Summer,False,False,
2025-07-29,Tuesday,1,31,7,July,3,2025,Summer,False,False,
2025-07-30,Wednesday,2,31,7,July,3,2025,Summer,False,False,
2025-07-31,Thursday,3,31,7,July,3,2025,Summer,False,False,
2025-08-01,Friday,4,31,8,August,3,2025,Summer,False,False,
2025-08-02,Saturday,5,31,8,August,3,2025,Summer,True,False,
2025-08-03,Sunday,6,31,8,August,3,2025,Summer,True,False,
2025-08-04,Monday,0,32,8,August,3,2025,Summer,False,False,
2025-08-05,Tuesday,1,32,8,August,3,2025,Summer,False,False,
2025-08-06,Wednesday,2,32,8,August,3,2025,Summer,False,False,
2025-08-07,Thursday,3,32,8,August,3,2025,Summer,False,False,
2025-08-08,Friday,4,32,8,August,3,2025,Summer,False,False,
2025-08-09,Saturday,5,32,8,August,3,2025,Summer,True,False,
2025-08-10,Sunday,6,32,8,August,3,2025,Summer,True,False,
2025-08-11,Monday,0,33,8,August,3,2025,Summer,False,False,
2025-08-12,Tuesday,1,33,8,August,3,2025,Summer,False,False,
2025-08-13,Wednesday,2,33,8,August,3,2025,Summer,False,False,
2025-08-14,Thursday,3,33,8,August,3,2025,Summer,False,False,
2025-08-15,Friday,4,33,8,August,3,2025,Summer,False,False,
2025-08-16,Saturday,5,33,8,August,3,2025,Summer,True,False,
2025-08-17,Sunday,6,33,8,August,3,2025,Summer,True,False,
2025-08-18,Monday,0,34,8,August,3,2025,Summer,False,False,
2025-08-19,Tuesday,1,34,8,August,3,2025,Summer,False,False,
2025-08-20,Wednesday,2,34,8,August,3,2025,Summer,False,False,
2025-08-21,Thursday,3,34,8,August,3,2025,Summer,False,False,
2025-08-22,Friday,4,34,8,August,3,2025,Summer,False,False,
2025-08-23,Saturday,5,34,8,August,3,2025,Summer,True,False,
2025-08-24,Sunday,6,34,8,August,3,2025,Summer,True,False,
2025-08-25,Monday,0,35,8,August,3,2025,Summer,False,True,Summer Bank Holiday
2025-08-26,Tuesday,1,35,8,August,3,2025,Summer,False,False,
2025-08-27,Wednesday,2,35,8,August,3,2025,Summer,False,False,
2025-08-28,Thursday,3,35,8,August,3,2025,Summer,False,False,
2025-08-29,Friday,4,35,8,August,3,2025,Summer,False,False,
2025-08-30,Saturday,5,35,8,August,3,2025,Summer,True,False,
2025-08-31,Sunday,6,35,8,August,3,2025,Summer,True,False,
2025-09-01,Monday,0,36,9,September,3,2025,Autumn,False,False,
2025-09-02,Tuesday,1,36,9,September,3,2025,Autumn,False,False,
2025-09-03,Wednesday,2,36,9,September,3,2025,Autumn,False,False,
2025-09-04,Thursday,3,36,9,September,3,2025,Autumn,False,False,
2025-09-05,Friday,4,36,9,September,3,2025,Autumn,False,False,
2025-09-06,Saturday,5,36,9,September,3,2025,Autumn,True,False,
2025-09-07,Sunday,6,36,9,September,3,2025,Autumn,True,False,
2025-09-08,Monday,0,37,9,September,3,2025,Autumn,False,False,
2025-09-09,Tuesday,1,37,9,September,3,2025,Autumn,False,False,
2025-09-10,Wednesday,2,37,9,September,3,2025,Autumn,False,False,
2025-09-11,Thursday,3,37,9,September,3,2025,Autumn,False,False,
2025-09-12,Friday,4,37,9,September,3,2025,Autumn,False,False,
2025-09-13,Saturday,5,37,9,September,3,2025,Autumn,True,False,
2025-09-14,Sunday,6,37,9,September,3,2025,Autumn,True,False,
2025-09-15,Monday,0,38,9,September,3,2025,Autumn,False,False,
2025-09-16,Tuesday,1,38,9,September,3,2025,Autumn,False,False,
2025-09-17,Wednesday,2,38,9,September,3,2025,Autumn,False,False,
2025-09-18,Thursday,3,38,9,September,3,2025,Autumn,False,False,
2025-09-19,Friday,4,38,9,September,3,2025,Autumn,False,False,
2025-09-20,Saturday,5,38,9,September,3,2025,Autumn,True,False,
2025-09-21,Sunday,6,38,9,September,3,2025,Autumn,True,False,
2025-09-22,Monday,0,39,9,September,3,2025,Autumn,False,False,
2025-09-23,Tuesday,1,39,9,September,3,2025,Autumn,False,False,
2025-09-24,Wednesday,2,39,9,September,3,2025,Autumn,False,False,
2025-09-25,Thursday,3,39,9,September,3,2025,Autumn,False,False,
2025-09-26,Friday,4,39,9,September,3,2025,Autumn,False,False,
2025-09-27,Saturday,5,39,9,September,3,2025,Autumn,True,False,
2025-09-28,Sunday,6,39,9,September,3,2025,Autumn,True,False,
2025-09-29,Monday,0,40,9,September,3,2025,Autumn,False,False,
2025-09-30,Tuesday,1,40,9,September,3,2025,Autumn,False,False,
2025-10-01,Wednesday,2,40,10,October,4,2025,Autumn,False,False,
2025-10-02,Thursday,3,40,10,October,4,2025,Autumn,False,False,
2025-10-03,Friday,4,40,10,October,4,2025,Autumn,False,False,
2025-10-04,Saturday,5,40,10,October,4,2025,Autumn,True,False,
2025-10-05,Sunday,6,40,10,October,4,2025,Autumn,True,False,
2025-10-06,Monday,0,41,10,October,4,2025,Autumn,False,False,
2025-10-07,Tuesday,1,41,10,October,4,2025,Autumn,False,False,
2025-10-08,Wednesday,2,41,10,October,4,2025,Autumn,False,False,
2025-10-09,Thursday,3,41,10,October,4,2025,Autumn,False,False,
2025-10-10,Friday,4,41,10,October,4,2025,Autumn,False,False,
2025-10-11,Saturday,5,41,10,October,4,2025,Autumn,True,False,
2025-10-12,Sunday,6,41,10,October,4,2025,Autumn,True,False,
2025-10-13,Monday,0,42,10,October,4,2025,Autumn,False,False,
2025-10-14,Tuesday,1,42,10,October,4,2025,Autumn,False,False,
2025-10-15,Wednesday,2,42,10,October,4,2025,Autumn,False,False,
2025-10-16,Thursday,3,42,10,October,4,2025,Autumn,False,False,
2025-10-17,Friday,4,42,10,October,4,2025,Autumn,False,False,
2025-10-18,Saturday,5,42,10,October,4,2025,Autumn,True,False,
2025-10-19,Sunday,6,42,10,October,4,2025,Autumn,True,False,
2025-10-20,Monday,0,43,10,October,4,2025,Autumn,False,False,
2025-10-21,Tuesday,1,43,10,October,4,2025,Autumn,False,False,
2025-10-22,Wednesday,2,43,10,October,4,2025,Autumn,False,False,
2025-10-23,Thursday,3,43,10,October,4,2025,Autumn,False,False,
2025-10-24,Friday,4,43,10,October,4,2025,Autumn,False,False,
2025-10-25,Saturday,5,43,10,October,4,2025,Autumn,True,False,
2025-10-26,Sunday,6,43,10,October,4,2025,Autumn,True,False,
2025-10-27,Monday,0,44,10,October,4,2025,Autumn,False,False,
2025-10-28,Tuesday,1,44,10,October,4,2025,Autumn,False,False,
2025-10-29,Wednesday,2,44,10,October,4,2025,Autumn,False,False,
2025-10-30,Thursday,3,44,10,October,4,2025,Autumn,False,False,
2025-10-31,Friday,4,44,10,October,4,2025,Autumn,False,False,
2025-11-01,Saturday,5,44,11,November,4,2025,Autumn,True,False,
2025-11-02,Sunday,6,44,11,November,4,2025,Autumn,True,False,
2025-11-03,Monday,0,45,11,November,4,2025,Autumn,False,False,
2025-11-04,Tuesday,1,45,11,November,4,2025,Autumn,False,False,
2025-11-05,Wednesday,2,45,11,November,4,2025,Autumn,False,False,
2025-11-06,Thursday,3,45,11,November,4,2025,Autumn,False,False,
2025-11-07,Friday,4,45,11,November,4,2025,Autumn,False,False,
2025-11-08,Saturday,5,45,11,November,4,2025,Autumn,True,False,
2025-11-09,Sunday,6,45,11,November,4,2025,Autumn,True,False,
2025-11-10,Monday,0,46,11,November,4,2025,Autumn,False,False,
2025-11-11,Tuesday,1,46,11,November,4,2025,Autumn,False,False,
2025-11-12,Wednesday,2,46,11,November,4,2025,Autumn,False,False,
2025-11-13,Thursday,3,46,11,November,4,2025,Autumn,False,False,
2025-11-14,Friday,4,46,11,November,4,2025,Autumn,False,False,
2025-11-15,Saturday,5,46,11,November,4,2025,Autumn,True,False,
2025-11-16,Sunday,6,46,11,November,4,2025,Autumn,True,False,
2025-11-17,Monday,0,47,11,November,4,2025,Autumn,False,False,
2025-11-18,Tuesday,1,47,11,November,4,2025,Autumn,False,False,
2025-11-19,Wednesday,2,47,11,November,4,2025,Autumn,False,False,
2025-11-20,Thursday,3,47,11,November,4,2025,Autumn,False,False,
2025-11-21,Friday,4,47,11,November,4,2025,Autumn,False,False,
2025-11-22,Saturday,5,47,11,November,4,2025,Autumn,True,False,
2025-11-23,Sunday,6,47,11,November,4,2025,Autumn,True,False,
2025-11-24,Monday,0,48,11,November,4,2025,Autumn,False,False,
2025-11-25,Tuesday,1,48,11,November,4,2025,Autumn,False,False,
2025-11-26,Wednesday,2,48,11,November,4,2025,Autumn,False,False,
2025-11-27,Thursday,3,48,11,November,4,2025,Autumn,False,False,
2025-11-28,Friday,4,48,11,November,4,2025,Autumn,False,False,
2025-11-29,Saturday,5,48,11,November,4,2025,Autumn,True,False,
2025-11-30,Sunday,6,48,11,November,4,2025,Autumn,True,False,
2025-12-01,Monday,0,49,12,December,4,2025,Winter,False,False,
2025-12-02,Tuesday,1,49,12,December,4,2025,Winter,False,False,
2025-12-03,Wednesday,2,49,12,December,4,2025,Winter,False,False,
2025-12-04,Thursday,3,49,12,December,4,2025,Winter,False,False,
2025-12-05,Friday,4,49,12,December,4,2025,Winter,False,False,
2025-12-06,Saturday,5,49,12,December,4,2025,Winter,True,False,
2025-12-07,Sunday,6,49,12,December,4,2025,Winter,True,False,
2025-12-08,Monday,0,50,12,December,4,2025,Winter,False,False,
2025-12-09,Tuesday,1,50,12,December,4,2025,Winter,False,False,
2025-12-10,Wednesday,2,50,12,December,4,2025,Winter,False,False,
2025-12-11,Thursday,3,50,12,December,4,2025,Winter,False,False,
2025-12-12,Friday,4,50,12,December,4,2025,Winter,False,False,
2025-12-13,Saturday,5,50,12,December,4,2025,Winter,True,False,
2025-12-14,Sunday,6,50,12,December,4,2025,Winter,True,False,
2025-12-15,Monday,0,51,12,December,4,2025,Winter,False,False,
2025-12-16,Tuesday,1,51,12,December,4,2025,Winter,False,False,
2025-12-17,Wednesday,2,51,12,December,4,2025,Winter,False,False,
2025-12-18,Thursday,3,51,12,December,4,2025,Winter,False,False,
2025-12-19,Friday,4,51,12,December,4,2025,Winter,False,False,
2025-12-20,Saturday,5,51,12,December,4,2025,Winter,True,False,
2025-12-21,Sunday,6,51,12,December,4,2025,Winter,True,False,
2025-12-22,Monday,0,52,12,December,4,2025,Winter,False,False,
2025-12-23,Tuesday,1,52,12,December,4,2025,Winter,False,False,
2025-12-24,Wednesday,2,52,12,December,4,2025,Winter,False,False,
2025-12-25,Thursday,3,52,12,December,4,2025,Winter,False,True,Christmas Day
2025-12-26,Friday,4,52,12,December,4,2025,Winter,False,True,Boxing Day
2025-12-27,Saturday,5,52,12,December,4,2025,Winter,True,False,
2025-12-28,Sunday,6,52,12,December,4,2025,Winter,True,False,
2025-12-29,Monday,0,1,12,December,4,2025,Winter,False,False,
2025-12-30,Tuesday,1,1,12,December,4,2025,Winter,False,False,
2025-12-31,Wednesday,2,1,12,December,4,2025,Winter,False,False,
